instance,result,seconds,exit
Alarm_06e9cad4.ltl,TIMEOUT,120.219,124
EscalatorCountingInit.ltl,REALIZABLE,0.034,0
FelixSpecFixed2.2.core_fa8592c8.ltl,UNREALIZABLE,0.022,1
KitchenTimerV2.ltl,REALIZABLE,0.027,0
Lights3_2c5b09da.ltl,REALIZABLE,0.04,0
OneCounterGuiA4.ltl,UNREALIZABLE,0.034,1
OneCounterInRange.ltl,UNREALIZABLE,0.04,1
Shades_9cac58d3.ltl,REALIZABLE,0.034,0
TorcsSteeringSimple.ltl,REALIZABLE,0.032,0
TwoCounters3.ltl,REALIZABLE,0.034,0
TwoCountersDisButA7.ltl,UNREALIZABLE,0.03,1
Window_42dc4fff.ltl,REALIZABLE,0.035,0
amba_gr+_pb_2_pe_.ltl,TIMEOUT,120.141,124
arbiter-with-failure-real.ltl,REALIZABLE,0.027,0
arbiter_pb_8_pe_.ltl,REALIZABLE,3.987,0
arbiter_with_cancel_pb_2_pe_.ltl,REALIZABLE,0.017,0
chain-60.ltl,TIMEOUT,120.278,124
chain-simple-60-real.ltl,REALIZABLE,0.111,0
chomp_pb_2_5_pe_.ltl,REALIZABLE,0.046,0
chomp_pb_3_4_pe_.ltl,REALIZABLE,0.113,0
chomp_pb_4_3_pe_.ltl,REALIZABLE,0.123,0
collector_v2_pb_3_pe_.ltl,REALIZABLE,0.023,0
example10a_pb_2_pe_.ltl,REALIZABLE,0.034,0
f-unreal-unreal.ltl,UNREALIZABLE,0.017,1
full_arbiter_unreal1_pb_2_14_pe_.ltl,UNREALIZABLE,0.734,1
full_arbiter_unreal1_pb_2_21_pe_.ltl,TIMEOUT,120.323,124
g-unreal-14.ltl,UNREALIZABLE,0.021,1
g-unreal-314.ltl,UNREALIZABLE,18.067,1
g-unreal-34.ltl,UNREALIZABLE,0.039,1
generalized_buffer_pb_3_pe_.ltl,TIMEOUT,120.17,124
gf-unreal12.ltl,UNREALIZABLE,0.026,1
gf-unreal31.ltl,UNREALIZABLE,0.029,1
gf-unreal36.ltl,UNREALIZABLE,0.034,1
gf-unreal38.ltl,UNREALIZABLE,0.027,1
gf-unreal6.ltl,UNREALIZABLE,0.033,1
heim-buechi-real.ltl,REALIZABLE,0.042,0
heim-double-x9.ltl,UNREALIZABLE,0.041,1
helipad-contradict1.ltl,ERROR,8.706,-6
infinite-race-u22.ltl,UNREALIZABLE,0.095,1
infinite-race-unequal-10.ltl,UNREALIZABLE,0.019,1
infinite-race-unequal-20.ltl,UNREALIZABLE,0.015,1
lilydemo04_modified.ltl,UNREALIZABLE,0.021,1
load_balancer_unreal1_pb_2_15_pe_.ltl,UNREALIZABLE,0.754,1
load_balancer_unreal1_pb_2_9_pe_.ltl,UNREALIZABLE,0.029,1
load_balancer_unreal1_pb_3_8_pe_.ltl,UNREALIZABLE,0.058,1
load_balancer_unreal1_pb_3_9_pe_.ltl,UNREALIZABLE,0.077,1
load_balancer_unreal1_pb_5_4_pe_.ltl,UNREALIZABLE,0.581,1
load_balancer_unreal1_pb_5_5_pe_.ltl,UNREALIZABLE,10.937,1
load_balancer_unreal1_pb_5_6_pe_.ltl,TIMEOUT,120.226,124
load_balancer_unreal2_pb_4_pe_.ltl,UNREALIZABLE,0.101,1
ltl2dba14.ltl,REALIZABLE,0.019,0
ltl2dba_C2_pb_12_pe_.ltl,REALIZABLE,0.028,0
ltl2dba_C2_pb_6_pe_.ltl,REALIZABLE,0.033,0
ltl2dba_U1_pb_12_pe_.ltl,REALIZABLE,0.031,0
ltl2dba_U1_pb_3_pe_.ltl,REALIZABLE,0.032,0
ltl2dba_U1_pb_8_pe_.ltl,REALIZABLE,0.021,0
ltl2dba_theta_pb_14_pe_.ltl,UNREALIZABLE,0.402,1
ltl2dba_theta_pb_5_pe_.ltl,UNREALIZABLE,0.018,1
patrolling10.ltl,UNREALIZABLE,0.026,1
prioritized_arbiter_unreal1_pb_6_32_pe_.ltl,UNREALIZABLE,0.025,1
robot-cat-unreal-1d-unreal.ltl,UNREALIZABLE,0.037,1
robot-resource-2d5.ltl,UNREALIZABLE,0.057,1
robot-resource-2d7.ltl,UNREALIZABLE,0.063,1
robot-to-target-charging-unreal3.ltl,UNREALIZABLE,32.954,1
robot-to-target-charging15.ltl,UNREALIZABLE,0.063,1
robot-to-target-charging17.ltl,UNREALIZABLE,0.06,1
robot-to-target-charging6.ltl,UNREALIZABLE,0.043,1
robot_repair1.ltl,UNREALIZABLE,0.413,1
round_robin_arbiter_unreal1_pb_2_10_pe_.ltl,UNREALIZABLE,0.046,1
round_robin_arbiter_unreal1_pb_3_22_pe_.ltl,TIMEOUT,120.219,124
round_robin_arbiter_unreal1_pb_3_4_pe_.ltl,UNREALIZABLE,0.043,1
simple_arbiter_unreal1_pb_4_5_pe_.ltl,UNREALIZABLE,0.024,1
simple_arbiter_with_hints_pb_8_pe_.ltl,REALIZABLE,0.325,0
