instance,result,seconds,exit
CheckShades_3461125b.ltl,UNREALIZABLE,0.016,1
CheckWarnlight_54e1f7d2.ltl,UNREALIZABLE,0.031,1
Demo1_63831f8c.ltl,TIMEOUT,120.227,124
KitchenTimerV8.ltl,REALIZABLE,0.031,0
Light_aeb1d897.ltl,UNREALIZABLE,0.339,1
LightsTotal_9cbf2546.ltl,REALIZABLE,22.143,0
MusicAppFeedback.ltl,REALIZABLE,0.017,0
TwoCountersRefinedRefined.ltl,REALIZABLE,0.025,0
amba_case_study_unreal_pb_4_pe_.ltl,TIMEOUT,120.051,124
arbiter_on_inpchange_pb_4_pe_.ltl,TIMEOUT,120.137,124
arbiter_pb_2_pe_.ltl,REALIZABLE,0.022,0
collector_v3_pb_10_pe_.ltl,TIMEOUT,120.169,124
collector_v3_pb_13_pe_.ltl,TIMEOUT,120.173,124
elevator-paper-real.ltl,REALIZABLE,0.029,0
example10_pb_2_pe_.ltl,REALIZABLE,0.03,0
example7a_pb_2_pe_.ltl,REALIZABLE,0.034,0
finding_nemo_pb_4_pe_.ltl,SYFCO-FAIL,0.0,-1
finding_nemo_pb_7_pe_.ltl,SYFCO-FAIL,0.0,-1
full_arbiter_enc_pb_12_pe_.ltl,REALIZABLE,97.235,0
g-unreal-10.ltl,UNREALIZABLE,0.019,1
g-unreal-11.ltl,UNREALIZABLE,0.027,1
g-unreal-21.ltl,UNREALIZABLE,1.15,1
g-unreal-312.ltl,UNREALIZABLE,0.154,1
g-unreal-32.ltl,UNREALIZABLE,0.035,1
gf-unreal11.ltl,UNREALIZABLE,0.024,1
gf-unreal18.ltl,UNREALIZABLE,0.024,1
infinite-race-u0.ltl,UNREALIZABLE,0.031,1
lift_gr1+_pb_3_pe_.ltl,REALIZABLE,0.434,0
lilydemo13.ltl,REALIZABLE,0.02,0
load_balancer_pb_8_pe_.ltl,TIMEOUT,120.136,124
load_balancer_unreal1_pb_4_6_pe_.ltl,UNREALIZABLE,0.98,1
load_balancer_unreal1_pb_6_2_pe_.ltl,UNREALIZABLE,0.133,1
ltl2dba_C2_unreal_pb_4_pe_.ltl,UNREALIZABLE,0.022,1
ltl2dba_E_pb_9_pe_.ltl,REALIZABLE,0.035,0
ltl2dba_U1_pb_18_pe_.ltl,REALIZABLE,0.032,0
ltl2dba_U1_pb_4_pe_.ltl,REALIZABLE,0.032,0
ltl2dba_alpha_pb_14_pe_.ltl,REALIZABLE,0.034,0
ltl2dba_alpha_pb_20_pe_.ltl,REALIZABLE,0.031,0
ltl2dba_beta_pb_100_pe_.ltl,REALIZABLE,0.032,0
ltl2dba_beta_pb_6_pe_.ltl,REALIZABLE,0.034,0
ltl2dpa03.ltl,REALIZABLE,0.039,0
ltl2dpa22.ltl,REALIZABLE,0.041,0
patrolling-alarm0.ltl,UNREALIZABLE,0.035,1
patrolling-alarm5.ltl,UNREALIZABLE,0.03,1
prioritized_arbiter_unreal1_pb_2_9_pe_.ltl,UNREALIZABLE,0.029,1
prioritized_arbiter_unreal1_pb_3_6_pe_.ltl,UNREALIZABLE,0.033,1
prioritized_arbiter_unreal1_pb_4_2_pe_.ltl,UNREALIZABLE,0.036,1
robot-grid-reach-2d-real.ltl,REALIZABLE,0.042,0
robot-resource-2d6.ltl,UNREALIZABLE,0.055,1
robot-to-target-charging5.ltl,UNREALIZABLE,0.038,1
robot_repair2.ltl,UNREALIZABLE,0.394,1
round_robin_arbiter_unreal1_pb_3_10_pe_.ltl,TIMEOUT,120.219,124
round_robin_arbiter_unreal1_pb_3_6_pe_.ltl,UNREALIZABLE,0.789,1
round_robin_arbiter_unreal1_pb_4_1_pe_.ltl,UNREALIZABLE,0.039,1
rw_arbiter_pb_5_pe_.ltl,TIMEOUT,120.049,124
simple_arbiter_enc_pb_15_pe_.ltl,TIMEOUT,120.137,124
simple_arbiter_unreal1_pb_3_11_pe_.ltl,UNREALIZABLE,0.033,1
simple_arbiter_unreal1_pb_8_8_pe_.ltl,UNREALIZABLE,0.027,1
simple_arbiter_unreal2_pb_60_pe_.ltl,UNREALIZABLE,0.055,1
simple_arbiter_unreal2_pb_6_pe_.ltl,UNREALIZABLE,0.017,1
simple_arbiter_unreal2_pb_7_pe_.ltl,UNREALIZABLE,0.032,1
sort4-real.ltl,REALIZABLE,0.279,0
