instance,result,seconds,exit
AllHeating_d6376bf9.ltl,REALIZABLE,0.012,0
CheckAlarmBroken1_1a2942e3.ltl,REALIZABLE,0.006,0
CheckAlarm_6bea956e.ltl,UNREALIZABLE,0.005,1
CheckDoor_c2b9e44d.ltl,UNREALIZABLE,0.005,1
CheckHeating_3461125b.ltl,UNREALIZABLE,0.006,1
CheckLight_aeb1d897.ltl,UNREALIZABLE,0.006,1
CheckWarnlightBroken1_70523fbe.ltl,REALIZABLE,0.005,0
CheckWarnlight_4b5a2bad.ltl,UNREALIZABLE,0.005,1
CoffeeMin_88f351a6.ltl,REALIZABLE,0.005,0
EscalatorCountingInit.ltl,REALIZABLE,0.006,0
EscalatorNonReactive.ltl,REALIZABLE,0.004,0
KitchenTimerV8.ltl,REALIZABLE,0.056,0
Light_aeb1d897.ltl,UNREALIZABLE,0.016,1
Lights2_f1477cc5.ltl,UNREALIZABLE,0.025,1
Lights3Min_6479ef9a.ltl,REALIZABLE,0.007,0
ModdifiedLedMatrix4X.ltl,UNREALIZABLE,0.464,1
ModdifiedLedMatrix5X.ltl,REALIZABLE,0.242,0
Morning2_4d4ca5c4.ltl,REALIZABLE,0.007,0
OneCounterInRangeA0.ltl,UNREALIZABLE,0.006,1
SPI.ltl,REALIZABLE,0.287,0
SPIReadManag.ltl,REALIZABLE,0.257,0
SPIWriteManag.ltl,REALIZABLE,0.062,0
SPIWriteSdi.ltl,REALIZABLE,0.007,0
SensorRegister.ltl,REALIZABLE,0.005,0
TwoCountersDisButA0.ltl,UNREALIZABLE,0.016,1
TwoCountersDisButAC.ltl,UNREALIZABLE,0.534,1
TwoCountersInRangeA4.ltl,UNREALIZABLE,0.036,1
TwoCountersRefined.ltl,UNREALIZABLE,0.011,1
abcg_arbiter2.ltl,REALIZABLE,0.072,0
button.ltl,REALIZABLE,0.005,0
jarvis_gideon_a02758ea.ltl,UNREALIZABLE,0.006,1
jarvis_philippe_484face8.ltl,UNREALIZABLE,0.009,1
lift_gr12.ltl,REALIZABLE,0.012,0
lilydemo01.ltl,UNREALIZABLE,0.005,1
ltl2dba_Q50.ltl,REALIZABLE,0.005,0
ltl2dba_R3.ltl,UNREALIZABLE,0.008,1
ltl2dba_U15.ltl,REALIZABLE,0.005,0
prioritized_arbiter2.ltl,REALIZABLE,0.005,0
prioritized_arbiter_unreal13_14.ltl,UNREALIZABLE,0.006,1
round_robin_arbiter2.ltl,REALIZABLE,0.006,0
03.ltl,REALIZABLE,2.681,0
05.ltl,REALIZABLE,12.24,0
09.ltl,REALIZABLE,7.697,0
10.ltl,REALIZABLE,3.168,0
11.ltl,REALIZABLE,3.172,0
12.ltl,REALIZABLE,5.435,0
13.ltl,REALIZABLE,5.639,0
Alarm_06e9cad4.ltl,REALIZABLE,1.88,0
Alarm_68c86764.ltl,REALIZABLE,1.914,0
Alarm_70523fbe.ltl,REALIZABLE,1.073,0
Alarm_f2774e0b.ltl,REALIZABLE,1.021,0
Morning2_1cf58fc1.ltl,UNREALIZABLE,5.811,1
Morning_14a3b3a2.ltl,UNREALIZABLE,10.755,1
Morning_4b5e6eaa.ltl,UNREALIZABLE,11.16,1
Morning_c92eb242.ltl,UNREALIZABLE,9.914,1
Morning_f1477cc5.ltl,UNREALIZABLE,9.784,1
Morning_f2774e0b.ltl,UNREALIZABLE,10.79,1
OneCounter.ltl,REALIZABLE,2.867,0
OneCounterGuiA8.ltl,UNREALIZABLE,3.26,1
OneCounterGuiA9.ltl,REALIZABLE,2.821,0
TwoCounters3.ltl,REALIZABLE,1.183,0
amba_case_study2.ltl,REALIZABLE,1.806,0
amba_decomposed_arbiter6.ltl,REALIZABLE,1.408,0
amba_decomposed_lock11.ltl,REALIZABLE,1.566,0
amba_decomposed_lock12.ltl,REALIZABLE,6.922,0
arbiter5.ltl,REALIZABLE,0.845,0
arbiter_on_inpchange4.ltl,REALIZABLE,1.001,0
arbiter_with_cancel5.ltl,REALIZABLE,2.057,0
collector_v19.ltl,REALIZABLE,1.037,0
collector_v213.ltl,REALIZABLE,2.253,0
collector_v215.ltl,REALIZABLE,15.461,0
collector_v39.ltl,REALIZABLE,5.352,0
detector_unreal13.ltl,UNREALIZABLE,1.166,1
detector_unreal14.ltl,UNREALIZABLE,3.08,1
detector_unreal15.ltl,UNREALIZABLE,7.364,1
full_arbiter_unreal12_15.ltl,UNREALIZABLE,2.176,1
full_arbiter_unreal12_16.ltl,UNREALIZABLE,4.266,1
full_arbiter_unreal13_6.ltl,UNREALIZABLE,1.495,1
full_arbiter_unreal13_7.ltl,UNREALIZABLE,9.971,1
full_arbiter_unreal14_4.ltl,UNREALIZABLE,2.83,1
full_arbiter_unreal24.ltl,UNREALIZABLE,4.723,1
generalized_buffer4.ltl,REALIZABLE,2.369,0
lift_wrong_physics_unreal10.ltl,UNREALIZABLE,1.072,1
load_balancer7.ltl,REALIZABLE,8.897,0
load_balancer_unreal12_16.ltl,UNREALIZABLE,1.475,1
load_balancer_unreal14_6.ltl,UNREALIZABLE,0.994,1
load_balancer_unreal14_7.ltl,UNREALIZABLE,7.577,1
load_balancer_unreal15_5.ltl,UNREALIZABLE,13.526,1
load_balancer_unreal25.ltl,UNREALIZABLE,11.284,1
ltl2dba_R7.ltl,UNREALIZABLE,6.754,1
ltl2dba_theta12.ltl,UNREALIZABLE,3.279,1
ltl2dpa19.ltl,REALIZABLE,0.694,0
prioritized_arbiter6.ltl,REALIZABLE,3.743,0
round_robin_arbiter_unreal12_15.ltl,UNREALIZABLE,1.116,1
round_robin_arbiter_unreal12_16.ltl,UNREALIZABLE,2.443,1
round_robin_arbiter_unreal13_6.ltl,UNREALIZABLE,0.947,1
round_robin_arbiter_unreal13_7.ltl,UNREALIZABLE,6.892,1
round_robin_arbiter_unreal14_4.ltl,UNREALIZABLE,1.718,1
rw_arbiter3.ltl,REALIZABLE,0.891,0
Automata16S.ltl,TIMEOUT,17.047,124
Automata32S.ltl,TIMEOUT,17.05,124
FelixSpecFixed2_fa4d4ce3.ltl,TIMEOUT,17.055,124
FelixSpecFixed3_b0840146.ltl,TIMEOUT,17.054,124
FelixSpecFixed4_3916ec59.ltl,TIMEOUT,17.053,124
FelixSpecFixed4_dd3a27e1.ltl,TIMEOUT,17.053,124
LedMatrix.ltl,TIMEOUT,17.05,124
abcg_arbiter3.ltl,TIMEOUT,17.041,124
abcg_arbiter4.ltl,TIMEOUT,17.041,124
amba_decomposed_lock13.ltl,TIMEOUT,17.144,124
amba_decomposed_lock14.ltl,TIMEOUT,17.31,124
amba_decomposed_lock15.ltl,TIMEOUT,17.105,124
amba_decomposed_lock16.ltl,TIMEOUT,17.103,124
arbiter6.ltl,TIMEOUT,17.027,124
arbiter7.ltl,TIMEOUT,17.035,124
arbiter8.ltl,TIMEOUT,17.046,124
arbiter_with_buffer5.ltl,TIMEOUT,17.033,124
arbiter_with_buffer6.ltl,TIMEOUT,17.051,124
arbiter_with_buffer7.ltl,TIMEOUT,17.227,124
arbiter_with_cancel6.ltl,TIMEOUT,17.048,124
detector_unreal16.ltl,TIMEOUT,17.069,124
