instance,result,seconds,exit
amba_case_study2.ltl,REALIZABLE,1.828,0
amba_decomposed_encode12.ltl,REALIZABLE,0.042,0
amba_decomposed_encode13.ltl,REALIZABLE,0.053,0
amba_decomposed_encode14.ltl,REALIZABLE,0.113,0
amba_decomposed_lock9.ltl,REALIZABLE,0.116,0
collector_v19.ltl,REALIZABLE,1.066,0
collector_v213.ltl,REALIZABLE,2.213,0
collector_v215.ltl,REALIZABLE,15.605,0
collector_v39.ltl,REALIZABLE,5.59,0
Core_4b5a2bad.ltl,UNREALIZABLE,0.02,1
detector14.ltl,REALIZABLE,0.006,0
detector_unreal12.ltl,UNREALIZABLE,0.474,1
detector_unreal13.ltl,UNREALIZABLE,1.179,1
detector_unreal14.ltl,UNREALIZABLE,3.305,1
full_arbiter_unreal12_14.ltl,UNREALIZABLE,0.945,1
full_arbiter_unreal12_15.ltl,UNREALIZABLE,2.032,1
full_arbiter_unreal12_16.ltl,UNREALIZABLE,4.443,1
full_arbiter_unreal13_6.ltl,UNREALIZABLE,1.523,1
full_arbiter_unreal14_4.ltl,UNREALIZABLE,2.824,1
full_arbiter_unreal24.ltl,UNREALIZABLE,4.673,1
GamemodeChooser.ltl,REALIZABLE,0.007,0
KitchenTimerV10.ltl,REALIZABLE,0.074,0
KitchenTimerV8.ltl,REALIZABLE,0.065,0
Lights2_06e9cad4.ltl,REALIZABLE,0.263,0
Lights2_0f5381e9.ltl,REALIZABLE,0.251,0
Lights2_9cac58d3.ltl,REALIZABLE,0.298,0
Lights2_b02056d6.ltl,REALIZABLE,0.309,0
Lights2_f3987563.ltl,REALIZABLE,0.235,0
LightsTotal_9cbf2546.ltl,REALIZABLE,0.57,0
load_balancer6.ltl,REALIZABLE,0.537,0
load_balancer_unreal12_15.ltl,UNREALIZABLE,0.68,1
load_balancer_unreal12_16.ltl,UNREALIZABLE,1.477,1
load_balancer_unreal13_12.ltl,UNREALIZABLE,0.55,1
load_balancer_unreal14_6.ltl,UNREALIZABLE,1.031,1
load_balancer_unreal14_7.ltl,UNREALIZABLE,7.853,1
ltl2dba_beta3.ltl,REALIZABLE,0.005,0
ltl2dba_beta4.ltl,REALIZABLE,0.005,0
ltl2dba_C214.ltl,REALIZABLE,0.005,0
ltl2dba_E5.ltl,REALIZABLE,0.004,0
ltl2dba_E6.ltl,REALIZABLE,0.005,0
ltl2dba_Q5.ltl,REALIZABLE,0.004,0
ltl2dba_R7.ltl,UNREALIZABLE,6.832,1
ltl2dba_theta10.ltl,UNREALIZABLE,0.556,1
ltl2dba_U17.ltl,REALIZABLE,0.005,0
ltl2dba_U18.ltl,REALIZABLE,0.005,0
mux16.ltl,REALIZABLE,0.004,0
OneCounterGuiA1.ltl,UNREALIZABLE,0.009,1
OneCounterGuiA2.ltl,UNREALIZABLE,0.013,1
OneCounterGuiA3.ltl,UNREALIZABLE,0.036,1
OneCounterGuiA4.ltl,UNREALIZABLE,0.042,1
OneCounterGuiA5.ltl,UNREALIZABLE,0.081,1
OneCounterGuiA6.ltl,UNREALIZABLE,0.288,1
OneCounterGuiA7.ltl,UNREALIZABLE,0.844,1
OneCounterGuiA8.ltl,UNREALIZABLE,3.257,1
prioritized_arbiter6.ltl,REALIZABLE,3.872,0
prioritized_arbiter_enc10.ltl,TIMEOUT,17.025,124
prioritized_arbiter_unreal12_13.ltl,UNREALIZABLE,0.006,1
prioritized_arbiter_unreal12_14.ltl,UNREALIZABLE,0.006,1
prioritized_arbiter_unreal12_15.ltl,UNREALIZABLE,0.006,1
prioritized_arbiter_unreal13_5.ltl,UNREALIZABLE,0.006,1
prioritized_arbiter_unreal13_6.ltl,UNREALIZABLE,0.006,1
prioritized_arbiter_unreal14_3.ltl,UNREALIZABLE,0.006,1
prioritized_arbiter_unreal14_4.ltl,UNREALIZABLE,0.006,1
prioritized_arbiter_unreal24.ltl,UNREALIZABLE,0.006,1
robot_grid16_16.ltl,TIMEOUT,17.033,124
round_robin_arbiter4.ltl,TIMEOUT,17.023,124
round_robin_arbiter_unreal12_15.ltl,UNREALIZABLE,1.093,1
round_robin_arbiter_unreal12_16.ltl,UNREALIZABLE,2.439,1
round_robin_arbiter_unreal13_6.ltl,UNREALIZABLE,0.883,1
round_robin_arbiter_unreal13_7.ltl,UNREALIZABLE,7.254,1
round_robin_arbiter_unreal14_4.ltl,UNREALIZABLE,1.729,1
SensorInit.ltl,REALIZABLE,0.115,0
SensorSubmodulChooser.ltl,REALIZABLE,0.03,0
simple_arbiter_enc10.ltl,TIMEOUT,17.026,124
simple_arbiter_unreal13_6.ltl,UNREALIZABLE,0.006,1
simple_arbiter_unreal13_7.ltl,UNREALIZABLE,0.007,1
simple_arbiter_unreal14_4.ltl,UNREALIZABLE,0.006,1
simple_arbiter_unreal15_3.ltl,UNREALIZABLE,0.006,1
SingleContoller_d65ed84e.ltl,UNREALIZABLE,0.017,1
SPIWriteManag.ltl,REALIZABLE,0.065,0
test2_f2774e0b.ltl,REALIZABLE,0.008,0
test3_efe2feaf.ltl,REALIZABLE,0.006,0
TwoCounters2.ltl,UNREALIZABLE,0.045,1
TwoCounters3.ltl,REALIZABLE,1.191,0
TwoCountersInRangeA0.ltl,UNREALIZABLE,0.018,1
TwoCountersInRangeA1.ltl,UNREALIZABLE,0.033,1
TwoCountersInRangeA2.ltl,UNREALIZABLE,0.037,1
TwoCountersInRangeA3.ltl,UNREALIZABLE,0.038,1
TwoCountersInRangeA4.ltl,UNREALIZABLE,0.04,1
TwoCountersInRangeM0.ltl,UNREALIZABLE,0.06,1
TwoCountersInRangeM1.ltl,UNREALIZABLE,0.062,1
TwoCountersInRangeM2.ltl,UNREALIZABLE,0.056,1
TwoCountersInRangeM4.ltl,UNREALIZABLE,0.045,1
TwoCountersInRange.ltl,UNREALIZABLE,0.018,1
